period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-14 00:00:00,1473.0,2025-08-13,2025-08-13 22:00:00,2025-08-13 14:33:05.608,0.0,2965.0,0.0,15977.0,-201.0,2024-10-01 03:51:19.304000,0.0,16243.0,0.0,7822.0,11409.0,4769.0,6349.0,19279.0,8456.0,19231.0
00 - 01,2025-08-14 01:00:00,1389.0,2025-08-14,2025-08-13 23:00:00,2025-08-13 14:33:05.608,0.0,3030.0,0.0,14729.0,1034.0,2024-10-01 03:51:19.304000,0.0,3840.0,0.0,9432.0,8984.0,4712.0,8043.0,18416.0,8772.0,18416.0
01 - 02,2025-08-14 02:00:00,1330.0,2025-08-14,2025-08-14 00:00:00,2025-08-13 14:33:05.608,0.0,2859.0,0.0,14012.0,916.0,2024-10-01 03:51:19.304000,0.0,3643.0,0.0,9792.0,8571.0,4526.0,8462.0,18363.0,8814.0,18363.0
02 - 03,2025-08-14 03:00:00,1300.0,2025-08-14,2025-08-14 01:00:00,2025-08-13 14:33:05.608,0.0,2615.0,0.0,13772.0,910.0,2024-10-01 03:51:19.304000,0.0,3400.0,0.0,9792.0,8583.0,4280.0,8492.0,18375.0,8803.0,18375.0
03 - 04,2025-08-14 04:00:00,1298.0,2025-08-14,2025-08-14 02:00:00,2025-08-13 14:33:05.608,0.0,2420.0,0.0,13819.0,1146.0,2024-10-01 03:51:19.304000,0.0,3205.0,0.0,9792.0,8588.0,4085.0,8494.0,18380.0,8797.0,18380.0
04 - 05,2025-08-14 05:00:00,1306.0,2025-08-14,2025-08-14 03:00:00,2025-08-13 14:33:05.608,0.0,2250.0,0.0,13950.0,1442.0,2024-10-01 03:51:19.304000,0.0,3036.0,0.0,9792.0,8592.0,3917.0,8486.0,18384.0,8793.0,18384.0
05 - 06,2025-08-14 06:00:00,1352.0,2025-08-14,2025-08-14 04:00:00,2025-08-13 14:33:05.608,56.0,2104.0,0.0,14174.0,1276.0,2024-10-01 03:51:19.304000,0.0,2941.0,0.0,9287.0,9097.0,3801.0,7935.0,18384.0,8793.0,18384.0
06 - 07,2025-08-14 07:00:00,1539.0,2025-08-14,2025-08-14 05:00:00,2025-08-13 14:33:05.608,844.0,1924.0,923.0,15662.0,1434.0,2024-10-01 03:51:19.304000,0.0,3196.0,0.0,7396.0,10170.0,4058.0,5857.0,18489.0,8797.0,17566.0
07 - 08,2025-08-14 08:00:00,1685.0,2025-08-14,2025-08-14 06:00:00,2025-08-13 14:33:05.608,3126.0,1515.0,1055.0,16027.0,984.0,2024-10-16 11:22:43.468000,0.0,3796.0,26288.0,7296.0,10372.0,4670.0,5611.0,18724.0,8806.0,17668.0
08 - 09,2025-08-14 09:00:00,1720.0,2025-08-14,2025-08-14 07:00:00,2025-08-13 14:33:05.608,6380.0,833.0,1055.0,14804.0,-177.0,2024-10-16 11:22:43.468000,0.0,4513.0,26288.0,7710.0,9586.0,5395.0,5990.0,18351.0,8830.0,17296.0
09 - 10,2025-08-14 10:00:00,1693.0,2025-08-14,2025-08-14 08:00:00,2025-08-13 14:33:05.608,9312.0,436.0,1055.0,13039.0,-1330.0,2024-10-16 11:22:43.468000,0.0,5279.0,26288.0,9053.0,8221.0,6148.0,7360.0,18329.0,8852.0,17274.0
10 - 11,2025-08-14 11:00:00,1643.0,2025-08-14,2025-08-14 09:00:00,2025-08-13 14:33:05.608,11224.0,444.0,1055.0,11862.0,-2408.0,2024-10-16 11:22:43.468000,0.0,6034.0,26288.0,9792.0,7388.0,6881.0,8149.0,18288.0,8893.0,17180.0
11 - 12,2025-08-14 12:00:00,1665.0,2025-08-14,2025-08-14 10:00:00,2025-08-13 14:33:05.608,12181.0,561.0,1055.0,11968.0,-2753.0,2024-10-16 11:22:43.468000,0.0,6558.0,26288.0,9792.0,7332.0,7389.0,8127.0,18255.0,8926.0,17124.0
12 - 13,2025-08-14 13:00:00,1679.0,2025-08-14,2025-08-14 11:00:00,2025-08-13 14:33:05.608,12459.0,599.0,1055.0,12240.0,-2634.0,2024-10-16 11:22:43.468000,0.0,6716.0,26288.0,9792.0,7328.0,7546.0,8113.0,18216.0,8965.0,17120.0
13 - 14,2025-08-14 14:00:00,1684.0,2025-08-14,2025-08-14 12:00:00,2025-08-13 14:33:05.608,12367.0,546.0,1055.0,12414.0,-2348.0,2024-10-16 11:22:43.468000,0.0,6622.0,26288.0,9792.0,7309.0,7453.0,8108.0,18192.0,8989.0,17101.0
14 - 15,2025-08-14 15:00:00,1683.0,2025-08-14,2025-08-14 13:00:00,2025-08-13 14:33:05.608,11896.0,461.0,1055.0,12689.0,-1592.0,2024-10-16 11:22:43.468000,0.0,6318.0,26288.0,9979.0,7123.0,7158.0,8296.0,18178.0,9003.0,17102.0
15 - 16,2025-08-14 16:00:00,1725.0,2025-08-14,2025-08-14 14:00:00,2025-08-13 14:33:05.608,11011.0,390.0,1055.0,13485.0,-617.0,2024-10-16 11:22:43.468000,0.0,5876.0,26288.0,9792.0,7394.0,6708.0,8067.0,18243.0,9011.0,17186.0
16 - 17,2025-08-14 17:00:00,1778.0,2025-08-14,2025-08-14 15:00:00,2025-08-13 14:33:05.608,9523.0,392.0,1055.0,13881.0,160.0,2024-10-16 11:22:43.468000,0.0,5281.0,26288.0,9642.0,7556.0,6165.0,7864.0,18253.0,9012.0,17198.0
17 - 18,2025-08-14 18:00:00,1814.0,2025-08-14,2025-08-14 16:00:00,2025-08-13 14:33:05.608,7145.0,483.0,1055.0,15811.0,1137.0,2024-10-16 11:22:43.468000,0.0,4487.0,26288.0,7916.0,9283.0,5391.0,6102.0,18254.0,9011.0,17199.0
18 - 19,2025-08-14 19:00:00,1849.0,2025-08-14,2025-08-14 17:00:00,2025-08-13 14:33:05.608,4037.0,683.0,1055.0,17850.0,2695.0,2024-10-16 11:22:43.468000,0.0,3424.0,26288.0,7362.0,10739.0,4415.0,5513.0,19157.0,8993.0,18102.0
19 - 20,2025-08-14 20:00:00,1843.0,2025-08-14,2025-08-14 18:00:00,2025-08-13 14:33:05.608,1297.0,1144.0,1055.0,19284.0,2911.0,2024-10-16 11:22:43.468000,0.0,2775.0,26288.0,6037.0,12587.0,3786.0,4194.0,19678.0,8978.0,18623.0
20 - 21,2025-08-14 21:00:00,1843.0,2025-08-14,2025-08-14 19:00:00,2025-08-13 14:33:05.608,137.0,1898.0,132.0,19922.0,2573.0,2024-10-16 11:22:43.468000,0.0,3062.0,26288.0,6024.0,13323.0,4026.0,4181.0,19479.0,8953.0,19347.0
21 - 22,2025-08-14 22:00:00,1772.0,2025-08-14,2025-08-14 20:00:00,2025-08-13 14:33:05.608,2.0,2735.0,0.0,19049.0,1796.0,2024-10-16 11:22:43.468000,0.0,3780.0,26288.0,6998.0,12501.0,4752.0,5226.0,19499.0,8916.0,19499.0
22 - 23,2025-08-14 23:00:00,1604.0,2025-08-14,2025-08-14 21:00:00,2025-08-13 14:33:05.608,0.0,3380.0,0.0,17165.0,1.0,2024-10-01 03:51:19.304000,0.0,4371.0,0.0,7362.0,11921.0,5242.0,5758.0,19284.0,8892.0,19284.0
